,Day,kurt_day_mean_min_magn,abs_mean_lastday_mean_magn,abs_mean_lastday_min_magn,energy_sstd_lastday_mean_magn,energy_sstd_lastday_max_min_magn,frequency_center_min_magn,frequency_center_lastday_min_magn,mean_square_frequency_min_magn,mean_square_frequency_lastday_mean_magn,mean_square_frequency_lastday_min_magn,mean_square_frequency_lastday_max_min_magn,frequency_entropy_max_min_magn,frequency_entropy_lastday_mean_magn,frequency_entropy_lastday_max_min_magn,level4d_energy_lastday_mean_magn,level5d_energy_lastday_max_min_magn,ulf_power_lastday_max_min_magn,ulf_kurt_lastday_min_magn,ulf_kurt_lastday_max_min_magn,ulf_energy_smax_lastday_mean_magn,ulf_energy_smax_lastday_max_min_magn,diff_1_lastday_max_min_magn,skew_lastday_max_sound,skew_lastday_min_sound,kurt_max_min_sound,kurt_lastday_max_min_sound,abs_max_max_min_sound,abs_mean_lastday_min_sound,s_zero_rate_max_lastday_mean_sound,power_10_15_day_mean_min_sound,power_35_40_lastday_mean_sound,mean_square_frequency_lastday_mean_sound,mean_square_frequency_lastday_min_sound,mean_square_frequency_lastday_max_min_sound,frequency_entropy_lastday_mean_sound,frequency_entropy_lastday_max_min_sound,level6a_energy_day_mean_min_sound,mean_lastday_max_min_sound,label_M,label_long,label_lati,PC1,PC2,PC3,PC4,PC5
761,105,-1.6066253,3.29123222147519,-1.69768880630259,0.859242876666667,7.66139193,56.104,60.7201,43.348,107.106409953704,47.8782,187.4598,5.42332,7.52561712962963,4.68239,1269.06707804398,8667.656397,2.192483084,-1.3558,2225.7058,0.527649821826389,8.971094612,13.03632,0.188992,-0.039288,403.22659,1.33465,1.54768454,-0.0343840603848735,142.240740740741,1.89753308819444e-08,2.28606386726852e-06,67.2126736111111,49.7139,79.9131,7.68067229166667,4.88186,0.0067027879321759,0.0704599999999997,0.0,-1.0,-1.0,4.06715807381257,5.89706234428075,3.20626301179067,-1.0080278282563,1.8120594508345
762,112,-1.45652898520408,3.23777796453074,-1.68808980630259,1.02819780706019,7.91623842,57.5934,59.3126,45.0985,108.173994675926,45.0985,192.1865,5.49642,7.60210222222222,5.49642,1324.87769512037,9373.068021,3.701723164,-1.94024,1747.28024,0.591313430055556,5.306921065,11.96618,0.292323,-0.0282038,262.47818,1.673031,1.69082125,-0.0278872003848735,192.594907407407,3.49808373148148e-06,3.26310205092593e-06,66.6693101851852,49.992,73.404,7.72305893518519,4.8192,1.61752877131944,0.23724,0.0,-1.0,-1.0,4.66498338053844,6.40753739820308,3.11318520442288,-1.18869811589246,1.48919779125937
763,119,-1.35794205121294,1.31438377240111,-1.67536480630259,0.529995194398148,13.4256587,57.2481,63.0166,39.8869,71.8739363425926,47.9769,148.1611,5.35151,7.04593009259259,5.18661,522.801840837963,7141.128407,1.881261842,-1.35148,2485.22148,0.255489970789352,4.554053447,7.7151,0.402732,-0.112719,7.84473,7.83431,1.5577719,-0.0279083003848735,176.574074074074,2.6284102175926e-06,4.51079875231481e-06,82.8992715277778,50.0062,88.8098,8.058616875,5.5547,1.94693786390572,0.23722,0.0,-1.0,-1.0,2.48061823293204,3.38536807329204,1.41451072456942,-1.25097223648097,-0.448459204250824
764,126,-1.12567805150812,1.64371701504312,-1.69541980630259,0.708414978236659,11.03317462,59.1181,61.0206,39.9592,70.2140296983759,47.1911,188.2739,6.24205,7.0396816937355,6.13825,599.250224241299,12772.207776,4.050958691,-0.587615,2462.597615,0.267908252090487,5.493003072,8.30021,0.373472,-0.176838,2.292851,1.436579,1.7641772,-0.0278681803848735,185.176334106728,2.43526309143519e-06,7.29898640835267e-06,76.8133995359629,50.0238,85.9272,8.00431689095128,4.98204,3.55323214439815,0.2381,4.9,103.36,27.07,3.02365855764809,3.27882524048212,1.67779183469232,-1.74540151915672,-0.596060934241308
765,133,-1.35675056481482,2.54867940434556,-1.68932580630259,0.532687283101852,8.01946754,57.7677,60.7216,46.1484,81.8185835648148,48.3295,180.1395,5.87071,7.33134763888889,5.369,1131.92607041667,8297.68258,2.753283438,-1.35632,2498.45632,0.556954510844907,6.681059314,6.5333,0.414987,-0.139238,2.96867,1.232898,1.8209207,-0.0279366003848735,184.856481481481,3.34872405555555e-06,5.98228096759259e-06,77.7923597222222,50.0179,91.2511,7.95544854166667,5.14014,3.46990775673611,0.23664,0.0,-1.0,-1.0,3.22398643458285,4.83328891913605,1.71927078887371,-1.47598142577581,0.601516452559385
766,140,-1.35593014236111,2.06994636730852,-1.64658780630259,0.504717690601852,9.65687241,57.613,62.054,44.9141,67.3818261574074,44.9141,186.9079,6.849,7.13331071759259,5.21149,715.535514488426,8014.165314,2.136291506,-0.632387,2479.052387,0.345329012840278,4.184711099,7.60465,0.413216,-0.172488,2.032145,1.257741,1.6287153,-0.0281525003848735,183.731481481481,3.16122239814815e-06,6.48006247916667e-06,78.9331622685185,50.0614,91.4176,7.96499363425926,5.34839,3.60080395777778,0.23602,0.0,-1.0,-1.0,2.62635171435194,3.32687327454641,1.22309660326383,-1.80609783682286,-0.0460083481655133
767,147,-1.45135252436195,2.68579445819857,-1.69756580630259,0.606122778863109,9.56596485,53.7567,54.1047,44.06,80.5430118329466,44.4774,184.7966,5.97012,7.02998665893271,5.82987,985.106628426914,7569.479336,5.569434457,-1.54558,1922.76558,0.579350681849188,8.238877281,7.03427,0.409698,-0.100592,21.39559,4.44424,1.8667343,-0.0279697003848735,188.904872389791,3.54108251351351e-06,8.84291065429234e-06,76.3602187935035,50.1177,90.7223,7.99961255220418,4.89447,5.09747394050926,0.23606,0.0,-1.0,-1.0,3.81068115984791,4.24132926902908,1.76974274550244,-1.72359362917946,0.361030439323893
768,154,-1.57514517824074,1.86720146988788,-0.908333806302592,0.483378923460317,11.12061731,52.2656,53.5867,45.5766,96.345179047619,50.0225,179.8745,5.57554,6.71031965079365,4.7881,629.118303809524,1872.2253,0.23199137646,-0.349782,2448.689782,0.0851785773521269,0.94414976742,13.83215,0.410798,-0.0460211,14200.08724,3.1268,2.44338,-0.0283644903848735,158.236994219653,2.1373365648855e-06,5.61885881213873e-06,82.5085615606936,34.0417,98.1953,8.44273615606936,5.14139,4.01726109612717,0.11918,0.0,-1.0,-1.0,2.81365171746975,2.81983659527028,0.114673336587116,-1.42486062532191,-0.0651061773415312
769,161,-1.4390936875,2.30179327139164,-0.895147806302592,0.664832007443609,7.64111098,44.6564,44.6564,50.011,90.2822333333333,50.0584,178.8766,5.92661,6.80236360902256,5.4068,771.766903258145,5015.4327,2.1547591404,-1.34084,2439.08084,0.249458001187519,5.64412009598,15.2072,0.442222,-0.105054,541.76806,3.72508,2.8437483,-0.0281049603848735,170.54,1.67114864489796e-06,6.076026855e-06,81.81886775,50.015,86.185,8.049403575,5.61705,0.0360035581249999,0.11892,4.5,103.4,27.09,3.68048313985945,3.33828995580363,1.25994142565601,-2.40412951767004,0.118002523950111
770,168,-1.43083884722222,2.54348243499671,-1.07967180630259,0.733089394454756,6.91363736,52.0982,53.1091,50.0043,95.5522013921114,50.0627,181.1043,6.16134,6.93035392111369,5.123,924.539610603248,6870.2099,4.18592376024,-1.94681,2210.42681,0.389656193824594,9.37668322306,15.29814,14.6788,-0.105528,2118.13023,1098.30931,2.1139569,-0.0281207703848735,169.408352668213,4.02363714335664e-06,6.7725176450116e-06,80.3476364269141,50.0046,81.4474,8.04449062645012,5.64797,4.42601032886574,0.11972,0.0,-1.0,-1.0,4.30157611278521,4.45117781600787,1.58002676939918,-1.12229305892504,0.315225002054957
771,175,-1.42985014583333,2.41450822841963,-1.49350780630259,0.783124343310185,6.67085946,51.7837,56.1052,50.03,89.1432953703704,50.03,182.991,5.45104,7.04730127314815,5.03058,765.008821041667,7270.855,1.98158201112,-0.568348,2571.378348,0.226348197101597,6.1044932897,14.92222,0.356606,-0.012138,9.33048,7.78873,2.2209785,-0.0283811603848735,166.56712962963,5.18746440046296e-06,7.39789390046296e-06,81.9044724537037,49.9869,83.4601,8.02364902777778,5.40727,5.08047797155093,0.11908,3.6,103.36,27.11,3.0664682359995,4.18516700960359,1.63277879482996,-1.51709830302121,-0.0039580987142874
772,182,-1.35132789513889,2.43270846221593,-1.65064280630259,0.796231167962963,11.39412823,57.6554,57.6554,50.0614,97.4276638888889,50.0656,180.8454,5.55859,7.37853009259259,4.9895,947.845788194444,10254.25647,2.5672757484,-1.82006,1947.12006,0.315935937111806,6.9316199204,14.27407,0.353673,-0.0131203,59.27545,1.300064,2.1969617,-0.0281807903848735,172.1875,4.02261581944445e-06,4.76305673842593e-06,77.4568083333333,48.6057,77.2713,8.06665037037037,5.06784,2.0974108325463,0.11877,0.0,-1.0,-1.0,4.01611816392403,5.34042056724489,2.56821557043785,-0.96709318311856,0.26756486608959
773,189,-1.41217829466357,2.93500631666725,0.103129193697408,0.751462171925754,9.9277833,52.0999,57.0585,50.007,87.1380322505801,50.015,180.872,5.17834,6.88480134570766,4.80382,708.746056612529,5020.263,1.1664754042,-0.594248,2292.424248,0.197317921013457,2.8433868467,13.73009,0.349014,-0.0296085,8.94581,3.38581,1.6930676,-0.0294393503848735,159.733796296296,2.96322865972222e-06,1.3096981087963e-06,84.1096555555556,49.799,76.772,8.11873217592593,4.64659,0.746760901967594,0.11836,0.0,-1.0,-1.0,2.44491903891799,4.00659024128308,1.15715815454325,-1.94249237319736,0.441151849710494
774,196,-1.40752484686775,1.28070163814185,-1.68431480630259,0.498006290145833,7.257512698,29.5664,56.1501,21.5352,82.3148621527778,50.0536,182.0634,5.29874,6.89945930555556,4.64909,462.72538615625,6152.760127,0.9376900006,-1.23798,2115.92798,0.116917670196528,3.8868148416,13.58275,0.703853,-0.395525,14052.50003,57.63324,1.07429,-0.0320245403848735,116.743055555556,2.24322895705024e-06,9.36045576388889e-07,61.8848434722222,34.8475,82.5505,8.55387848611111,4.31168,0.516527230863509,0.119,0.0,-1.0,-1.0,3.01008342722065,1.0230076616397,1.27252713673939,-1.46466489629214,0.0129606597218631
775,203,-1.29569199806489,0.8621199402791,-1.73560720630259,0.398958930525724,7.8598019438,51.9768,52.3125,40.1947,75.0652820393974,50.0244,183.3346,5.83443,6.96649770567787,5.37314,458.967353481112,5340.6011867,2.7368921524,-1.89354,2374.26354,0.155414223375666,7.737648646,14.28691,0.720432,-3.10449,1986.32347,499.77935,3.63821,-0.0320691103848735,153.068366164542,2.10536023916621e-06,1.0924855202781e-06,70.5854811123986,21.5345,125.9145,8.53465684820394,4.19993,0.359302172108923,0.12451,0.0,-1.0,-1.0,3.50795600073829,2.25281315778981,1.16532921661186,-1.28663697352696,-0.575388360669772
776,210,-1.21290220971616,0.0681292998485506,-1.74135100630259,0.188432851463093,8.624316322,50.2602,51.9869,43.7316,61.2620398945518,49.998,111.361,5.98398,6.74050139718805,5.26968,190.606989195694,5992.712014,1.38988591009,-1.33285,2469.66285,0.0411970519414499,6.86953764882,12.43125,132.013,-2.92208,18615.26751,18615.26751,3.02926,-0.0356201603848735,148.549141965679,2.82509025213115e-06,1.74757220943453e-06,64.5569878951638,0.0339908,147.8300092,8.58971053042122,5.1527,0.273334570979642,2.688111,0.0,-1.0,-1.0,4.7130263833408,-2.44619627402885,-2.08830832883744,2.7600270623693,-0.435115479940872
777,217,0.681969500260868,0.260643572566974,-1.72811930630259,0.31175211266087,8.159975856,50.7673,51.7261,41.157,71.0025366086957,41.157,194.548,6.29228,6.95334334782609,5.25307,350.071665964348,5841.993849,2.6487902577,-1.80079,2514.06079,0.0728985428680869,3.7093997394,14.73198,1.10682,-2.94906,21917.6418,111.7058,1.81857,-0.0320534503848735,135.443585780525,1.62084541938224e-05,1.6657069072643e-06,65.4416678516229,21.0115,127.9935,8.63064139876352,4.78125,0.745114227444591,2.695849,0.0,-1.0,-1.0,4.46416023252643,0.528219633052584,-0.735190821660014,-0.744597615070242,-1.1220351219663
778,224,-0.557198376481836,-0.13029756538481,-1.65805680630259,0.178118549265774,6.671490599,50.6999,53.9232,43.4141,58.2974038240918,43.7824,124.9566,6.152,6.7381931166348,5.93922,404.82235543021,8834.59815,1.1253358366,-1.16357,2488.48357,0.0349947136678776,2.1628980974,10.44182,13.3431,-2.96358,261.00152,244.6983,1.82479,-0.0356201603848735,136.056302521008,1.22292425925798e-05,3.60585929767815e-06,67.3326803660504,0.0339908,142.1920092,8.68672049579832,3.87191,0.118361306769352,4.85428,0.0,-1.0,-1.0,2.81555888821635,-0.36448817675616,-0.81596607340219,-1.2587600615339,-0.914571932567375
