,Day,kurt_day_mean_min_magn,abs_mean_lastday_mean_magn,abs_mean_lastday_min_magn,energy_sstd_lastday_mean_magn,energy_sstd_lastday_max_min_magn,frequency_center_min_magn,frequency_center_lastday_min_magn,mean_square_frequency_min_magn,mean_square_frequency_lastday_mean_magn,mean_square_frequency_lastday_min_magn,mean_square_frequency_lastday_max_min_magn,frequency_entropy_max_min_magn,frequency_entropy_lastday_mean_magn,frequency_entropy_lastday_max_min_magn,level4d_energy_lastday_mean_magn,level5d_energy_lastday_max_min_magn,ulf_power_lastday_max_min_magn,ulf_kurt_lastday_min_magn,ulf_kurt_lastday_max_min_magn,ulf_energy_smax_lastday_mean_magn,ulf_energy_smax_lastday_max_min_magn,diff_1_lastday_max_min_magn,skew_lastday_max_sound,skew_lastday_min_sound,kurt_max_min_sound,kurt_lastday_max_min_sound,abs_max_max_min_sound,abs_mean_lastday_min_sound,s_zero_rate_max_lastday_mean_sound,power_10_15_day_mean_min_sound,power_35_40_lastday_mean_sound,mean_square_frequency_lastday_mean_sound,mean_square_frequency_lastday_min_sound,mean_square_frequency_lastday_max_min_sound,frequency_entropy_lastday_mean_sound,frequency_entropy_lastday_max_min_sound,level6a_energy_day_mean_min_sound,mean_lastday_max_min_sound,label_M,label_long,label_lati,PC1,PC2,PC3,PC4,PC5
968,175,-1.31036755791962,-0.61621886576142,-0.921476939047472,0.0139888944160756,0.08712137,52.3486,52.3486,49.8548,61.4253373522459,50.0264,36.1873,4.92531,6.24506898345154,3.83571,4.17788704255319,76.183603,0.0018993471399999,-0.560668,2491.420668,0.0002040448461465,0.00770911383,1.843505,0.677523,-0.340964,303.666076,303.6358198,0.504881,-0.003906406804139,26.6155660377358,9.53898233796297e-07,2.10761738207547e-07,43.9623912301887,0.0339908,54.5679092,9.15792601415094,3.75005,0.0216573421203438,0.16597,0.0,-1.0,-1.0,-2.44197419660326,-1.87688024235695,-0.239585841277116,-0.790562848875975,0.381967732425652
969,182,-1.30384452955083,-0.711398988430188,-0.985345939047472,0.0090682500938271,0.073058613,51.7713,52.9073,49.2054,58.9653271604938,49.9725,31.5265,6.06102,6.27020803703704,5.02624,2.47562362962963,45.528624,0.0018720929,-0.534655,2457.524655,0.0003467128837037,0.0029332391,1.063317,0.661777,-0.283968,87.491341,56.63377,1.08531,-0.003906406804139,24.058024691358,8.65544329923274e-07,2.15513341975309e-07,43.5094449481482,0.0339908,52.4392092,9.13266728395062,3.75118,0.0211595753117207,0.16823,0.0,-1.0,-1.0,-2.05754543759868,-2.19276774853262,-0.186816987903769,-1.20172323094103,0.0721803238282778
970,189,-1.32664699761337,-0.665934175324321,-0.922696939047472,0.0124372484033412,0.097206667,50.6478,51.9841,25.2265,60.9452534606205,49.8769,34.835,4.63979,6.24011329355609,3.63533,2.72584158949881,49.94423,0.0020006882999999,-0.540881,2486.460881,0.0003811904596658,0.0030828087,1.22053,0.233372,-0.386743,144.910985,58.6043419,0.215247,-0.003906406804139,27.9212410501193,8.78854909722222e-07,2.07781348448687e-07,43.2944892162291,0.0339908,52.9806092,9.15513837708831,3.75057,0.0219970768518518,0.1629,0.0,-1.0,-1.0,-2.33277543735011,-2.18711441345949,-0.279301868262457,-1.1649495166609,0.595143747039979
971,196,-1.31068765046296,-0.710452419325894,-0.958012939047472,0.0113282222088167,0.178078422,51.907,51.907,49.0474,61.6527823665893,49.8562,50.9148,4.58081,6.08855670533643,4.17517,2.33515032946636,47.271218,0.0020260829999999,-0.754176,2526.214176,0.0003738661190255,0.0036872758999999,0.82697,0.42699,-0.398514,822.140886,77.5925041,0.380461,-0.001410336804139,29.2598607888631,9.77203854166667e-07,2.16956774941995e-07,42.9163164733179,22.843,29.5354,9.16432960556845,0.733569999999999,0.0223990433255269,0.00848,0.0,-1.0,-1.0,-3.2093955364532,-2.0564247943576,0.372176581427583,-1.2296398294346,-0.74900869532456
972,203,-1.34854214153132,-0.661431452429467,-0.940631939047472,0.0199510960997566,0.12868795,51.5149,52.4974,49.8428,62.4072442822384,49.8857,47.1681,5.13369,6.1769298783455,4.56881,2.87146057420925,58.939708,0.002150318,-0.869119,2362.799119,0.0004152793681265,0.0054663446,1.273463,0.917943,-83.6311,7069.490478,7069.4349429,0.395288,-0.003906406804139,26.4195121951219,8.371792707848e-07,2.01703943960739e-07,43.92035552,0.0339908,126.7040092,9.15096334146342,3.93649,0.0220397924397831,0.15569,0.0,-1.0,-1.0,-0.823654727205774,-2.9881754260452,-1.48308182063347,0.9168287329934,0.587972126013007
973,210,-1.32664022685185,-0.695973800158583,-0.918546939047472,0.0035556731379629,0.0143829954,51.7374,52.4718,48.5216,63.9963875,49.7002,44.8232,4.45066,6.13835842592592,4.20935,2.40787331712963,42.65998,0.002081667,-0.513316,2434.393316,0.0003781446430555,0.0029610234,1.216192,0.219986,-0.356715,100.140554,60.605542,0.176642,-0.001394936804139,29.3240740740741,8.54667011574074e-07,2.10864726851852e-07,43.6052578703704,20.5885,31.4692,9.17805537037037,0.637409999999999,0.0219323840277777,0.0024799999999998,4.9,104.87,28.19,-3.34900343912648,-1.89788099622773,0.310416939937786,-1.256470271567,-0.595916316573468
974,217,-1.30892805117925,-0.695210015613597,-0.917452939047472,0.0033178849837587,0.021896225,51.9912,52.6398,49.6069,61.5552120649652,49.7547,34.1649,5.35865,6.20806350348028,4.74165,2.37189301856148,52.31783,0.0022129851,-0.530589,2484.530589,0.0004075267689095,0.0038298171,1.249265,0.32818,-0.375998,612.821517,349.626164,0.542748,-0.001400036804139,26.9583333333333,8.6996997799511e-07,2.12399157407407e-07,43.8223150462963,14.7569,38.7888,9.17542979166667,0.751379999999999,0.0224165009779951,0.12199,0.0,-1.0,-1.0,-2.93849540458419,-2.11191481405496,0.235524734074111,-1.35259394880065,-0.670969958350183
975,224,-1.38594396064815,-0.713182402010435,-0.923952939047472,0.0038346807152777,0.083503028,51.7252,52.4765,49.2571,64.5276930555556,49.7047,45.7336,4.54599,6.21239685185185,3.79947,2.22791942824074,55.58916,0.002212669,-0.421476,2439.711476,0.0004232534004629,0.0083211496999999,1.324526,0.168279,-0.72669,83.048441,71.499367,0.185945,-0.001384486804139,27.5023148148148,7.74982104109589e-07,2.11911280092593e-07,43.6169053240741,12.8732,38.8669,9.17720488425926,0.81467,0.021763145479452,0.00672,0.0,-1.0,-1.0,-3.29154654410034,-1.82657161990182,0.223142092719504,-1.14234512550278,-0.297290707723495
976,231,-1.35236830193906,-0.680818658954879,-0.891970939047472,0.0039316105879629,0.037552381,52.1154,52.182,48.8791,64.2036215277778,49.8592,45.8179,4.30131,6.20197122685185,3.81767,2.54940611342593,49.82184,0.002301712,-0.848049,2389.828049,0.0004198033525462,0.0016596864,1.253985,0.177667,-0.280567,242.525482,57.975753,0.201805,-0.001389716804139,24.5717592592593,7.60882409972299e-07,2.15181101851852e-07,43.7735724537037,22.2391,32.8644,9.17806555555556,0.729000000000001,0.021920950969529,0.0019199999999996,0.0,-1.0,-1.0,-3.31635748712186,-1.72462739323915,0.376869428685116,-1.08935645803062,-0.516248583033244
977,238,-1.33317679350348,-0.6849299506484,-0.947987939047472,0.0044774661183294,0.141741718,51.6611,51.8899,44.9874,63.8230883990719,49.4687,43.8096,5.87427,6.13101164733179,4.21671,2.5375382900232,54.440725,0.002337059,-0.485376,2354.575376,0.0004268260823665,0.002335232,1.254246,0.155974,-0.20777,280.196862,73.106343,0.232022,-0.001368026804139,26.7569444444444,8.52180997668997e-07,2.11881358796296e-07,43.4797305555556,22.5586,29.6285,9.1742469212963,0.69918,0.022473481438515,0.0070899999999998,0.0,-1.0,-1.0,-3.05576860623625,-2.17783105649909,0.334530491140939,-1.57397880192555,-0.730832106098305
