,Day,kurt_day_mean_min_magn,abs_mean_lastday_mean_magn,abs_mean_lastday_min_magn,energy_sstd_lastday_mean_magn,energy_sstd_lastday_max_min_magn,frequency_center_min_magn,frequency_center_lastday_min_magn,mean_square_frequency_min_magn,mean_square_frequency_lastday_mean_magn,mean_square_frequency_lastday_min_magn,mean_square_frequency_lastday_max_min_magn,frequency_entropy_max_min_magn,frequency_entropy_lastday_mean_magn,frequency_entropy_lastday_max_min_magn,level4d_energy_lastday_mean_magn,level5d_energy_lastday_max_min_magn,ulf_power_lastday_max_min_magn,ulf_kurt_lastday_min_magn,ulf_kurt_lastday_max_min_magn,ulf_energy_smax_lastday_mean_magn,ulf_energy_smax_lastday_max_min_magn,diff_1_lastday_max_min_magn,skew_lastday_max_sound,skew_lastday_min_sound,kurt_max_min_sound,kurt_lastday_max_min_sound,abs_max_max_min_sound,abs_mean_lastday_min_sound,s_zero_rate_max_lastday_mean_sound,power_10_15_day_mean_min_sound,power_35_40_lastday_mean_sound,mean_square_frequency_lastday_mean_sound,mean_square_frequency_lastday_min_sound,mean_square_frequency_lastday_max_min_sound,frequency_entropy_lastday_mean_sound,frequency_entropy_lastday_max_min_sound,level6a_energy_day_mean_min_sound,mean_lastday_max_min_sound,label_M,label_long,label_lati,PC1,PC2,PC3,PC4,PC5
1338,105,-1.37070637630662,0.145931939401991,-0.329985505894177,0.0112152487560975,0.713897446,45.3613,48.1627,19.7382,50.4347606271777,19.7382,172.3968,5.67637,6.36284031358885,5.39309,6.44752088292683,115.1939711,0.0042553241,-0.863922,2364.513922,0.0015303245076655,0.0863596255999999,1.798108,0.217261,-0.0764831,0.890934,0.863797,0.005103404,-0.0955416794738577,0.0,4.5928471180555605e-09,1.75461013888889e-09,80.3006184027778,47.6461,65.8719,8.97395631944445,0.69219,0.0003819570243902,0.35482,0.0,-1.0,-1.0,-0.779349606900198,-1.65720472921243,-0.475938230205134,-3.99955580388497,-1.48313501556604
1339,112,-1.42205656597222,0.193720202786379,-0.316422905894177,0.009292293875,0.311862629,25.6328,25.6328,6.75791,50.0290573958333,7.53517,49.23223,5.53314,6.26563947916667,5.28122,7.60176156423611,112.28319,0.2250821598,-0.756149,2356.766149,0.0180766107572916,2.1131463864,1.8040446,0.066851,-0.051982,28.683128,20.4486733,0.0787607,-0.0957642554738577,8.25347222222222,3.08401552e-09,1.68741940972222e-07,23.7451195722222,0.0281822,49.1064178,7.68591680555555,3.12869,0.000362358648,0.49238,0.0,-1.0,-1.0,0.303100660969141,-4.23174495093264,-1.19721051819571,-4.57342179228696,2.59599517401849
1340,119,-1.39023560416667,0.181523379175268,-0.334527905894177,0.0085463960486111,0.20602462,28.2353,52.755,7.44858,50.7127059027778,10.0023,50.8765,4.99669,6.14818336805556,3.84627,6.96001340520833,146.2361099,0.0028667619999999,-0.681217,2440.701217,0.0008183998270833,0.0086738861,2.2328182,0.0691027,-0.0759963,2.323277,0.2026125,0.023876,-0.0957642554738577,8.19512195121951,1.29764289473684e-07,1.68642857142857e-07,23.7998064620209,0.0281822,49.1791178,7.69111142857143,3.12779,0.0050367745614035,0.49137,0.0,-1.0,-1.0,-0.94525314479288,-3.37645209589054,-1.14539915990794,-2.92004427291919,2.71415535409942
1341,126,-1.41779497447552,0.105835637161379,-0.324830605894177,0.0063008026729166,0.1762888917,26.6303,52.1026,4.88068,51.4497149305556,29.7967,50.0727,5.1834,6.26224138888889,4.86515,5.5761753875,118.7614916,0.002552083,-0.77819,1450.45819,0.0009231751239583,0.0209308719,1.725849,0.0684877,-0.0655097,0.2316697,0.2297687,0.0240081,-0.0957642554738577,8.06597222222222,4.79314965156794e-07,1.68813569444444e-07,23.7883355444444,0.0281822,49.0781178,7.68616645833333,3.12951,0.0186911291666666,0.4916,0.0,-1.0,-1.0,-0.959223544238917,-3.08569242413347,-1.24314777216574,-2.52973178249509,2.72674810899561
1342,133,-1.41244564930556,0.128336471883601,-0.308267605894177,0.0076977748368055,0.196052903,24.9761,49.4034,5.39028,50.5232666666667,33.6403,21.9736,4.20701,6.13918277777778,3.30743,6.16409097222222,111.786025,0.0031657579,-0.831626,2373.261626,0.0008090892267361,0.0148927404,1.781831,0.0372636,-0.0713986,14.570091,0.224024,0.0648576,-0.0957642554738577,8.47222222222222,4.87666993055556e-07,1.70940194444444e-07,23.6649661,0.0281822,48.7178178,7.68573756944444,3.12666,0.0188765618055555,0.49169,0.0,-1.0,-1.0,-1.57250700955172,-3.20145852028231,-1.22566336210253,-2.26770338665003,2.69676791959013
1343,140,-1.36998581533101,0.118563153828045,-0.311823805894177,0.0070647843854166,0.156820225,33.434,54.4672,4.59149,50.8001885416667,30.7878,27.8413,4.86496,6.19636013888889,3.97362,5.61113627847222,95.303993,0.0047379692,-0.531217,1681.821217,0.0008548778017361,0.0275539952,1.930844,0.0739877,-0.0526069,0.483296,0.1976294,0.0256834,-0.0957642554738577,8.52083333333333,5.01769451388889e-07,1.73845659722222e-07,23.7482206138889,0.0281822,48.9191178,7.68593798611111,3.12785,0.019605846875,0.49348,0.0,-1.0,-1.0,-1.61029014438481,-2.95212728254977,-1.25639388829277,-2.0208905268242,2.79603110537717
1344,147,-1.37577320486111,0.166917061466934,-0.334383605894177,0.007398598234375,0.1514639805,26.8148,38.2887,4.32077,50.0803332638889,9.53098,49.93542,6.26592,6.31183805555556,4.46247,6.31534593055556,121.8964669,0.0872414550999999,-0.426572,2406.096572,0.0057834979246527,1.2646469804,1.447406,0.0657099,-0.0570094,19.4286,0.1729042,0.0636198,-0.0957642554738577,8.26041666666667,3.14121628571429e-07,1.73699118055556e-07,23.6996716555556,0.0281822,48.9195178,7.68560427083333,3.12559,0.0122941333333333,0.49435,0.0,-1.0,-1.0,-0.231118475312001,-3.92554840720358,-1.23256477995755,-4.06001765484623,2.65346311798289
1345,154,-1.42110925742574,0.111227030216934,-0.337644105894177,0.010399143553125,0.1724643052,31.9122,50.9444,10.9303,51.7713239583333,43.421,34.6317,5.14529,6.29330909722222,4.38031,5.50606502638889,94.3808,0.00364149442,-0.476356,2041.186356,0.0010591113663541,0.06762808404,1.7188709,0.0434112,-163.837,27460.301763,27460.301763,0.0480935,-0.0957642554738577,8.37152777777778,1.06959027777778e-14,1.7293498671343e-07,24.3476076166667,0.0339908,110.6750092,7.4034521875,4.05677,4.95004166666667e-10,0.49126,0.0,-1.0,-1.0,1.48234519258102,-6.41429656791143,-4.37355389204237,3.14928581533481,3.56942303843682
1346,161,-1.37281145486111,0.0476567591434172,-0.312918205894177,0.0058970615263157,0.20788885,29.8298,31.8677,5.33715,51.2012530075188,15.8914,48.2638,6.06028,6.30739233082707,4.86139,5.12609466541353,104.682451,0.15812285978,-0.952715,2078.932715,0.0051635807700751,1.24834681606,1.803411,0.227311,-0.0419284,745.503568,0.735219,2.08313,-0.0922265254738577,95.718045112782,5.02309888501742e-07,4.22240255639098e-07,72.5022868421053,45.5522,54.6168,9.01316718045113,0.561360000000001,0.019818737630662,0.34372,0.0,-1.0,-1.0,-0.589692692947481,-2.57349148155256,-1.25555392622432,-4.93183362468687,-1.46417756829633
1347,168,-1.36424581881533,0.0719865465363788,-0.308117505894177,0.0059437082881944,0.22431585,29.1951,49.8832,9.81454,51.8286579861111,48.5828,15.6432,6.0843,6.26001486111111,4.67993,5.29773495138889,103.043168,0.00254425868,-0.53908,2378.28908,0.0006274977637152,0.03290508821,2.029338,0.292889,-0.0587488,41.086346,0.743586,0.1138637,-0.0922194454738577,95.2951388888889,9.38453652777778e-07,4.20417704861111e-07,73.5673104166667,45.388,57.305,9.02079350694444,0.569320000000001,0.0495028655052264,0.34406,0.0,-1.0,-1.0,-1.94036795456445,-1.71999287803005,-1.14358436243834,-3.50989369678101,-1.75435817032351
